Report Date:;08.04.2014 12:24:28
Report User Name:;miacsomini
Report Computer Name:;KWB45
Application:;WinSitu.exe
Application Version:;5.6.21.0


Log File Properties
File Name;March19_test_Append_2014-04-08_10-00-41-718.wsl
Create Date;08.04.2014 10:00:41

Device Properties
Device;Aqua TROLL 100
Site;Panke Messstelle Bürgerpark
Device Name; 
Serial Number;192791
Firmware Version;1.10
Hardware Version;2
Device Address;1
Device Comm Cfg;19200,8,Even,1,(Modbus-RTU)
Used Memory;26
Used Battery;61

Log Configuration
;Log Name;March19_test
;Created By;miacsomini
;Computer Name;KWB45
;Application;WinSitu.exe
;Application Version;5.6.21.0
;Create Date;19.03.2014 16:04:56 Westeuropäische Normalzeit
;Log Setup Time Zone;Westeuropäische Normalzeit
;Notes Size(bytes);4096
;Overwrite when full;Disabled
;Scheduled Start Time;Manual Start
;Scheduled Stop Time;No Stop Time
;Type;Linear
 ;Interval;Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings

;Specific Conductivity Model:;Standard Methods
;;Reference Temperature:;25
;;Temperature Coefficient:;0.0191


Log Notes:
Date and Time;Note
19.03.2014 16:04:59;Sensor SN: 192791  Factory calibration has expired.: 31.07.2012 19:14:39
19.03.2014 16:05:00;Used Battery: 61% Used Memory: 28%   User Name: miacsomini
19.03.2014 16:05:22;Manual Start Command
28.03.2014 10:26:46;Log Download - Used Battery: 61% Used Memory: 28%   User Name: miacsomini
04.04.2014 12:06:06;Log Download - Used Battery: 62% Used Memory: 28%   User Name: miacsomini Interval -  Start Time: 28.03.2014 10:20:22
08.04.2014 10:00:20;Log Download - Used Battery: 62% Used Memory: 28%   User Name: miacsomini Interval -  Start Time: 04.04.2014 12:05:22


Log Data:
Record Count;1892

Sensors;1

 ,1,192791,Conductivity

Time Zone: Westeuropäische Normalzeit/Westeuropäische Sommerzeit

;;Sensor: Cond                  ;Sensor: Cond                  ;Sensor: Cond                  ;
03.04.2014 05:35:22; 1254600.000;                       587.232;                         8.980;                       846.130;
03.04.2014 05:50:22; 1255500.000;                       601.334;                         9.084;                       863.973;
03.04.2014 06:05:22; 1256400.000;                       598.325;                         9.102;                       859.226;
03.04.2014 06:20:22; 1257300.000;                       601.887;                         9.111;                       864.142;
03.04.2014 06:35:22; 1258200.000;                       607.663;                         9.155;                       871.377;
03.04.2014 06:50:22; 1259100.000;                       600.732;                         9.180;                       860.841;
03.04.2014 07:05:22; 1260000.000;                       598.263;                         9.146;                       858.098;
03.04.2014 07:20:22; 1260900.000;                       604.221;                         9.178;                       865.887;
03.04.2014 07:35:22; 1261800.000;                       599.788;                         9.099;                       861.414;
03.04.2014 07:50:22; 1262700.000;                       591.821;                         9.062;                       850.830;
03.04.2014 08:05:22; 1263600.000;                       599.439;                         9.045;                       862.174;
03.04.2014 08:20:22; 1264500.000;                       601.309;                         9.199;                       861.219;
03.04.2014 08:35:22; 1265400.000;                       602.393;                         9.306;                       860.253;
03.04.2014 08:50:22; 1266300.000;                       598.453;                         9.442;                       851.471;
03.04.2014 09:05:22; 1267200.000;                       598.811;                         9.539;                       849.742;
03.04.2014 09:20:22; 1268100.000;                       611.394;                         9.656;                       864.858;
03.04.2014 09:35:22; 1269000.000;                       598.589;                         9.758;                       844.425;
03.04.2014 09:50:22; 1269900.000;                       613.298;                         9.854;                       862.928;
03.04.2014 10:05:22; 1270800.000;                       619.712;                         9.933;                       870.102;
03.04.2014 10:20:22; 1271700.000;                       620.330;                        10.036;                       868.570;
03.04.2014 10:35:22; 1272600.000;                       631.047;                        10.156;                       880.772;
03.04.2014 10:50:22; 1273500.000;                       626.344;                        10.275;                       871.439;
03.04.2014 11:05:22; 1274400.000;                       621.712;                        10.445;                       861.101;
03.04.2014 11:20:22; 1275300.000;                       628.910;                        10.592;                       867.693;
03.04.2014 11:35:22; 1276200.000;                       636.462;                        10.732;                       874.877;
03.04.2014 11:50:22; 1277100.000;                       642.018;                        10.878;                       879.141;
03.04.2014 12:05:22; 1278000.000;                       639.596;                        11.071;                       871.431;
03.04.2014 12:20:22; 1278900.000;                       646.021;                        11.222;                       876.747;
03.04.2014 12:35:22; 1279800.000;                       648.573;                        11.411;                       875.925;
03.04.2014 12:50:22; 1280700.000;                       645.979;                        11.533;                       869.683;
03.04.2014 13:05:22; 1281600.000;                       658.369;                        11.611;                       884.575;
03.04.2014 13:20:22; 1282500.000;                       657.319;                        11.675;                       881.724;
03.04.2014 13:35:22; 1283400.000;                       659.292;                        11.827;                       880.932;
03.04.2014 13:50:22; 1284300.000;                       659.543;                        12.043;                       876.443;
03.04.2014 14:05:22; 1285200.000;                       665.460;                        12.194;                       880.936;
03.04.2014 14:20:22; 1286100.000;                       662.322;                        12.194;                       876.779;
03.04.2014 14:35:22; 1287000.000;                       663.800;                        12.278;                       876.862;
03.04.2014 14:50:22; 1287900.000;                       654.517;                        12.367;                       862.665;
03.04.2014 15:05:22; 1288800.000;                       659.501;                        12.516;                       865.997;
03.04.2014 15:20:22; 1289700.000;                       669.405;                        12.664;                       875.740;
03.04.2014 15:35:22; 1290600.000;                       663.031;                        12.724;                       866.114;
03.04.2014 15:50:22; 1291500.000;                       665.997;                        12.701;                       870.476;
03.04.2014 16:05:22; 1292400.000;                       671.928;                        12.771;                       876.713;
03.04.2014 16:20:22; 1293300.000;                       668.253;                        12.842;                       870.360;
03.04.2014 16:35:22; 1294200.000;                       665.982;                        12.770;                       868.970;
03.04.2014 16:50:22; 1295100.000;                       670.160;                        12.837;                       872.951;
03.04.2014 17:05:22; 1296000.000;                       671.753;                        12.714;                       877.728;
03.04.2014 17:20:22; 1296900.000;                       675.781;                        12.752;                       882.148;
03.04.2014 17:35:22; 1297800.000;                       674.612;                        12.813;                       879.286;
03.04.2014 17:50:22; 1298700.000;                       676.439;                        12.689;                       884.392;
03.04.2014 18:05:22; 1299600.000;                       664.029;                        12.624;                       869.588;
03.04.2014 18:20:22; 1300500.000;                       659.668;                        12.538;                       865.726;
03.04.2014 18:35:22; 1301400.000;                       654.888;                        12.311;                       864.375;
03.04.2014 18:50:22; 1302300.000;                       664.074;                        12.270;                       877.412;
03.04.2014 19:05:22; 1303200.000;                       677.267;                        12.144;                       897.699;
03.04.2014 19:20:22; 1304100.000;                       677.152;                        12.051;                       899.661;
03.04.2014 19:35:22; 1305000.000;                       669.412;                        11.844;                       894.066;
03.04.2014 19:50:22; 1305900.000;                       677.267;                        11.626;                       909.635;
03.04.2014 20:05:22; 1306800.000;                       668.944;                        11.502;                       901.322;
03.04.2014 20:20:22; 1307700.000;                       661.927;                        11.365;                       895.004;
03.04.2014 20:35:22; 1308600.000;                       653.968;                        11.362;                       884.320;
03.04.2014 20:50:22; 1309500.000;                       663.052;                        11.218;                       899.957;
03.04.2014 21:05:22; 1310400.000;                       659.534;                        11.074;                       898.531;
03.04.2014 21:20:22; 1311300.000;                       657.257;                        10.986;                       897.495;
03.04.2014 21:35:22; 1312200.000;                       662.481;                        10.877;                       907.205;
03.04.2014 21:50:22; 1313100.000;                       655.817;                        10.792;                       900.066;
03.04.2014 22:05:22; 1314000.000;                       657.530;                        10.771;                       902.928;
03.04.2014 22:20:22; 1314900.000;                       657.206;                        10.618;                       906.120;
03.04.2014 22:35:22; 1315800.000;                       651.105;                        10.487;                       900.814;
03.04.2014 22:50:22; 1316700.000;                       647.406;                        10.443;                       896.734;
03.04.2014 23:05:22; 1317600.000;                       653.652;                        10.384;                       906.795;
03.04.2014 23:20:22; 1318500.000;                       614.470;                        10.235;                       855.824;
03.04.2014 23:35:22; 1319400.000;                       624.530;                        10.088;                       873.259;
03.04.2014 23:50:22; 1320300.000;                       629.293;                        10.064;                       880.483;
04.04.2014 00:05:22; 1321200.000;                       607.136;                        10.016;                       850.572;
04.04.2014 00:20:22; 1322100.000;                       624.436;                         9.955;                       876.240;
04.04.2014 00:35:22; 1323000.000;                       629.293;                         9.904;                       884.242;
04.04.2014 00:50:22; 1323900.000;                       610.770;                         9.720;                       862.479;
04.04.2014 01:05:22; 1324800.000;                       604.179;                         9.710;                       853.410;
04.04.2014 01:20:22; 1325700.000;                       591.268;                         9.684;                       835.759;
04.04.2014 01:35:22; 1326600.000;                       604.033;                         9.626;                       855.129;
04.04.2014 01:50:22; 1327500.000;                       596.341;                         9.528;                       846.494;
04.04.2014 02:05:22; 1328400.000;                       595.983;                         9.616;                       843.959;
04.04.2014 02:20:22; 1329300.000;                       594.814;                         9.660;                       841.315;
04.04.2014 02:35:22; 1330200.000;                       594.856;                         9.533;                       844.277;
04.04.2014 02:50:22; 1331100.000;                       576.107;                         9.513;                       818.108;
04.04.2014 03:05:22; 1332000.000;                       593.360;                         9.462;                       843.762;
04.04.2014 03:20:22; 1332900.000;                       571.857;                         9.385;                       814.904;
04.04.2014 03:35:22; 1333800.000;                       569.160;                         9.346;                       811.925;
04.04.2014 03:50:22; 1334700.000;                       589.133;                         9.368;                       839.910;
04.04.2014 04:05:22; 1335600.000;                       570.722;                         9.324;                       814.635;
04.04.2014 04:20:22; 1336500.000;                       559.394;                         9.255;                       799.976;
04.04.2014 04:35:22; 1337400.000;                       534.603;                         9.161;                       766.480;
04.04.2014 04:50:22; 1338300.000;                       557.844;                         9.180;                       799.392;
04.04.2014 05:05:22; 1339200.000;                       564.278;                         9.186;                       808.484;
04.04.2014 05:20:22; 1340100.000;                       561.298;                         9.131;                       805.417;
04.04.2014 05:35:22; 1341000.000;                       560.282;                         9.075;                       805.187;
04.04.2014 05:50:22; 1341900.000;                       571.706;                         9.026;                       822.731;
04.04.2014 06:05:22; 1342800.000;                       561.020;                         8.977;                       808.438;
04.04.2014 06:20:22; 1343700.000;                       565.400;                         8.971;                       814.885;
04.04.2014 06:35:22; 1344600.000;                       560.982;                         8.849;                       811.226;
04.04.2014 06:50:22; 1345500.000;                       567.649;                         8.882;                       820.133;
04.04.2014 07:05:22; 1346400.000;                       549.916;                         8.895;                       794.227;
04.04.2014 07:20:22; 1347300.000;                       569.172;                         8.869;                       822.620;
04.04.2014 07:35:22; 1348200.000;                       553.443;                         8.893;                       799.366;
04.04.2014 07:50:22; 1349100.000;                       552.785;                         8.869;                       798.951;
04.04.2014 08:05:22; 1350000.000;                       565.306;                         8.727;                       820.254;
04.04.2014 08:20:22; 1350900.000;                       560.213;                         8.780;                       811.664;
04.04.2014 08:35:22; 1351800.000;                       556.459;                         8.713;                       807.737;
04.04.2014 08:50:22; 1352700.000;                       554.541;                         8.862;                       801.631;
04.04.2014 09:05:22; 1353600.000;                       550.480;                         8.912;                       794.657;
04.04.2014 09:20:22; 1354500.000;                       539.422;                         8.827;                       780.523;
04.04.2014 09:35:22; 1355400.000;                       551.423;                         8.891;                       796.488;
04.04.2014 09:50:22; 1356300.000;                       550.138;                         8.883;                       794.814;
04.04.2014 10:05:22; 1357200.000;                       552.589;                         8.933;                       797.248;
04.04.2014 10:20:22; 1358100.000;                       549.075;                         9.057;                       789.472;
04.04.2014 10:35:22; 1359000.000;                       545.873;                         9.194;                       781.934;
04.04.2014 10:50:22; 1359900.000;                       556.351;                         9.254;                       795.639;
04.04.2014 11:05:22; 1360800.000;                       541.842;                         9.392;                       771.980;
04.04.2014 11:20:22; 1361700.000;                       559.678;                         9.524;                       794.539;
04.04.2014 11:35:22; 1362600.000;                       565.209;                         9.644;                       799.783;
04.04.2014 11:50:22; 1363500.000;                       556.835;                         9.596;                       788.951;
04.04.2014 12:05:22; 1364400.000;                        21.551;                         9.590;                        30.539;
04.04.2014 12:20:22; 1365300.000;                       574.395;                         9.805;                       809.261;
04.04.2014 12:35:22; 1366200.000;                       578.037;                         9.768;                       815.208;
04.04.2014 12:50:22; 1367100.000;                       575.479;                         9.847;                       809.873;
04.04.2014 13:05:22; 1368000.000;                       571.320;                         9.836;                       804.257;
04.04.2014 13:20:22; 1368900.000;                       579.179;                         9.880;                       814.369;
04.04.2014 13:35:22; 1369800.000;                       580.422;                         9.944;                       814.715;
04.04.2014 13:50:22; 1370700.000;                       582.624;                         9.995;                       816.691;
04.04.2014 14:05:22; 1371600.000;                       583.833;                        10.051;                       817.145;
04.04.2014 14:20:22; 1372500.000;                       582.174;                        10.068;                       814.450;
04.04.2014 14:35:22; 1373400.000;                       586.271;                        10.139;                       818.640;
04.04.2014 14:50:22; 1374300.000;                       590.993;                        10.241;                       822.991;
04.04.2014 15:05:22; 1375200.000;                       590.184;                        10.327;                       819.984;
04.04.2014 15:20:22; 1376100.000;                       592.547;                        10.340;                       822.992;
04.04.2014 15:35:22; 1377000.000;                       587.052;                        10.368;                       814.742;
04.04.2014 15:50:22; 1377900.000;                       586.062;                        10.390;                       812.894;
04.04.2014 16:05:22; 1378800.000;                       587.901;                        10.388;                       815.502;
04.04.2014 16:20:22; 1379700.000;                       578.835;                        10.295;                       804.911;
04.04.2014 16:35:22; 1380600.000;                       581.394;                        10.281;                       808.761;
04.04.2014 16:50:22; 1381500.000;                       583.215;                        10.272;                       811.500;
04.04.2014 17:05:22; 1382400.000;                       579.466;                        10.238;                       807.005;
04.04.2014 17:20:22; 1383300.000;                       576.730;                        10.214;                       803.696;
04.04.2014 17:35:22; 1384200.000;                       575.410;                        10.222;                       801.695;
04.04.2014 17:50:22; 1385100.000;                       572.921;                        10.207;                       798.553;
04.04.2014 18:05:22; 1386000.000;                       572.904;                        10.189;                       798.903;
04.04.2014 18:20:22; 1386900.000;                       585.848;                        10.175;                       817.253;
04.04.2014 18:35:22; 1387800.000;                       588.071;                        10.185;                       820.151;
04.04.2014 18:50:22; 1388700.000;                       588.928;                        10.180;                       821.448;
04.04.2014 19:05:22; 1389600.000;                       584.644;                        10.138;                       816.396;
04.04.2014 19:20:22; 1390500.000;                       585.935;                        10.117;                       818.645;
04.04.2014 19:35:22; 1391400.000;                       582.716;                        10.074;                       815.087;
04.04.2014 19:50:22; 1392300.000;                       583.061;                        10.055;                       815.991;
04.04.2014 20:05:22; 1393200.000;                       581.633;                        10.049;                       814.112;
04.04.2014 20:20:22; 1394100.000;                       580.542;                         9.992;                       813.828;
04.04.2014 20:35:22; 1395000.000;                       580.161;                         9.996;                       813.203;
04.04.2014 20:50:22; 1395900.000;                       578.691;                         9.958;                       811.972;
04.04.2014 21:05:22; 1396800.000;                       579.336;                         9.931;                       813.459;
04.04.2014 21:20:22; 1397700.000;                       576.039;                         9.870;                       810.152;
04.04.2014 21:35:22; 1398600.000;                       581.854;                         9.880;                       818.116;
04.04.2014 21:50:22; 1399500.000;                       581.071;                         9.882;                       816.981;
04.04.2014 22:05:22; 1400400.000;                       581.574;                         9.853;                       818.312;
04.04.2014 22:20:22; 1401300.000;                       586.177;                         9.868;                       824.455;
04.04.2014 22:35:22; 1402200.000;                       592.182;                         9.924;                       831.652;
04.04.2014 22:50:22; 1403100.000;                       595.581;                         9.911;                       836.730;
04.04.2014 23:05:22; 1404000.000;                       591.657;                         9.919;                       831.036;
04.04.2014 23:20:22; 1404900.000;                       581.055;                         9.875;                       817.109;
04.04.2014 23:35:22; 1405800.000;                       578.867;                         9.857;                       814.424;
04.04.2014 23:50:22; 1406700.000;                       586.934;                         9.883;                       825.197;
05.04.2014 00:05:22; 1407600.000;                       588.732;                         9.881;                       827.769;
05.04.2014 00:20:22; 1408500.000;                       588.495;                         9.877;                       827.526;
05.04.2014 00:35:22; 1409400.000;                       570.526;                         9.866;                       802.491;
05.04.2014 00:50:22; 1410300.000;                       581.277;                         9.884;                       817.220;
05.04.2014 01:05:22; 1411200.000;                       574.249;                         9.904;                       806.916;
05.04.2014 01:20:22; 1412100.000;                       574.197;                         9.913;                       806.648;
05.04.2014 01:35:22; 1413000.000;                       569.331;                         9.898;                       800.132;
05.04.2014 01:50:22; 1413900.000;                       563.812;                         9.890;                       792.549;
05.04.2014 02:05:22; 1414800.000;                       574.211;                         9.900;                       806.932;
05.04.2014 02:20:22; 1415700.000;                       566.836;                         9.862;                       797.399;
05.04.2014 02:35:22; 1416600.000;                       570.409;                         9.821;                       803.302;
05.04.2014 02:50:22; 1417500.000;                       568.588;                         9.819;                       800.780;
05.04.2014 03:05:22; 1418400.000;                       571.271;                         9.779;                       805.424;
05.04.2014 03:20:22; 1419300.000;                       571.939;                         9.753;                       806.936;
05.04.2014 03:35:22; 1420200.000;                       572.945;                         9.723;                       809.008;
05.04.2014 03:50:22; 1421100.000;                       569.294;                         9.703;                       804.282;
05.04.2014 04:05:22; 1422000.000;                       570.667;                         9.690;                       806.508;
05.04.2014 04:20:22; 1422900.000;                       569.140;                         9.674;                       804.694;
05.04.2014 04:35:22; 1423800.000;                       574.930;                         9.654;                       813.319;
05.04.2014 04:50:22; 1424700.000;                       573.922;                         9.620;                       812.636;
05.04.2014 05:05:22; 1425600.000;                       574.969;                         9.597;                       814.638;
05.04.2014 05:20:22; 1426500.000;                       573.975;                         9.570;                       813.817;
05.04.2014 05:35:22; 1427400.000;                       574.709;                         9.537;                       815.597;
05.04.2014 05:50:22; 1428300.000;                       572.612;                         9.500;                       813.436;
05.04.2014 06:05:22; 1429200.000;                       574.921;                         9.480;                       817.157;
05.04.2014 06:20:22; 1430100.000;                       574.007;                         9.460;                       816.299;
05.04.2014 06:35:22; 1431000.000;                       572.323;                         9.435;                       814.460;
05.04.2014 06:50:22; 1431900.000;                       571.987;                         9.399;                       814.773;
05.04.2014 07:05:22; 1432800.000;                       572.332;                         9.352;                       816.310;
05.04.2014 07:20:22; 1433700.000;                       571.760;                         9.329;                       816.010;
05.04.2014 07:35:22; 1434600.000;                       572.154;                         9.300;                       817.217;
05.04.2014 07:50:22; 1435500.000;                       569.687;                         9.294;                       813.813;
05.04.2014 08:05:22; 1436400.000;                       573.112;                         9.282;                       818.985;
05.04.2014 08:20:22; 1437300.000;                       570.781;                         9.280;                       815.706;
05.04.2014 08:35:22; 1438200.000;                       572.160;                         9.274;                       817.803;
05.04.2014 08:50:22; 1439100.000;                       572.332;                         9.273;                       818.068;
05.04.2014 09:05:22; 1440000.000;                       570.856;                         9.274;                       815.925;
05.04.2014 09:20:22; 1440900.000;                       574.975;                         9.299;                       821.258;
05.04.2014 09:35:22; 1441800.000;                       570.145;                         9.300;                       814.343;
05.04.2014 09:50:22; 1442700.000;                       571.340;                         9.279;                       816.523;
05.04.2014 10:05:22; 1443600.000;                       576.512;                         9.318;                       823.029;
05.04.2014 10:20:22; 1444500.000;                       579.724;                         9.312;                       827.751;
05.04.2014 10:35:22; 1445400.000;                       580.853;                         9.348;                       828.562;
05.04.2014 10:50:22; 1446300.000;                       579.567;                         9.381;                       825.979;
05.04.2014 11:05:22; 1447200.000;                       573.174;                         9.423;                       815.938;
05.04.2014 11:20:22; 1448100.000;                       577.998;                         9.449;                       822.227;
05.04.2014 11:35:22; 1449000.000;                       577.394;                         9.512;                       819.952;
05.04.2014 11:50:22; 1449900.000;                       577.274;                         9.559;                       818.747;
05.04.2014 12:05:22; 1450800.000;                       573.600;                         9.579;                       813.093;
05.04.2014 12:20:22; 1451700.000;                       576.317;                         9.638;                       815.631;
05.04.2014 12:35:22; 1452600.000;                       573.651;                         9.680;                       810.948;
05.04.2014 12:50:22; 1453500.000;                       576.826;                         9.734;                       814.250;
05.04.2014 13:05:22; 1454400.000;                       574.990;                         9.783;                       810.576;
05.04.2014 13:20:22; 1455300.000;                       575.710;                         9.873;                       809.635;
05.04.2014 13:35:22; 1456200.000;                       581.814;                         9.895;                       817.737;
05.04.2014 13:50:22; 1457100.000;                       576.776;                         9.966;                       809.106;
05.04.2014 14:05:22; 1458000.000;                       579.727;                        10.029;                       811.884;
05.04.2014 14:20:22; 1458900.000;                       572.096;                        10.088;                       799.932;
05.04.2014 14:35:22; 1459800.000;                       582.120;                        10.162;                       812.346;
05.04.2014 14:50:22; 1460700.000;                       582.615;                        10.293;                       810.195;
05.04.2014 15:05:22; 1461600.000;                       582.632;                        10.375;                       808.457;
05.04.2014 15:20:22; 1462500.000;                       578.578;                        10.390;                       802.529;
05.04.2014 15:35:22; 1463400.000;                       581.949;                        10.386;                       807.282;
05.04.2014 15:50:22; 1464300.000;                       583.782;                        10.399;                       809.554;
05.04.2014 16:05:22; 1465200.000;                       584.762;                        10.418;                       810.501;
05.04.2014 16:20:22; 1466100.000;                       581.358;                        10.370;                       806.810;
05.04.2014 16:35:22; 1467000.000;                       584.340;                        10.347;                       811.436;
05.04.2014 16:50:22; 1467900.000;                       580.704;                        10.363;                       806.056;
05.04.2014 17:05:22; 1468800.000;                       589.979;                        10.408;                       817.954;
05.04.2014 17:20:22; 1469700.000;                       588.076;                        10.428;                       814.883;
05.04.2014 17:35:22; 1470600.000;                       584.232;                        10.388;                       810.412;
05.04.2014 17:50:22; 1471500.000;                       586.607;                        10.353;                       814.459;
05.04.2014 18:05:22; 1472400.000;                       584.713;                        10.315;                       812.654;
05.04.2014 18:20:22; 1473300.000;                       587.967;                        10.251;                       818.558;
05.04.2014 18:35:22; 1474200.000;                       590.053;                        10.212;                       822.322;
05.04.2014 18:50:22; 1475100.000;                       598.885;                        10.189;                       835.126;
05.04.2014 19:05:22; 1476000.000;                       588.774;                        10.110;                       822.771;
05.04.2014 19:20:22; 1476900.000;                       595.391;                        10.091;                       832.429;
05.04.2014 19:35:22; 1477800.000;                       592.795;                        10.053;                       829.654;
05.04.2014 19:50:22; 1478700.000;                       596.489;                        10.021;                       835.524;
05.04.2014 20:05:22; 1479600.000;                       598.105;                        10.000;                       838.258;
05.04.2014 20:20:22; 1480500.000;                       602.416;                         9.968;                       845.037;
05.04.2014 20:35:22; 1481400.000;                       599.870;                         9.941;                       842.065;
05.04.2014 20:50:22; 1482300.000;                       599.347;                         9.912;                       841.989;
05.04.2014 21:05:22; 1483200.000;                       598.974;                         9.876;                       842.294;
05.04.2014 21:20:22; 1484100.000;                       598.403;                         9.869;                       841.647;
05.04.2014 21:35:22; 1485000.000;                       597.050;                         9.840;                       840.392;
05.04.2014 21:50:22; 1485900.000;                       596.273;                         9.809;                       840.004;
05.04.2014 22:05:22; 1486800.000;                       593.842;                         9.792;                       836.957;
05.04.2014 22:20:22; 1487700.000;                       591.705;                         9.750;                       834.897;
05.04.2014 22:35:22; 1488600.000;                       586.746;                         9.719;                       828.572;
05.04.2014 22:50:22; 1489500.000;                       592.315;                         9.708;                       836.700;
05.04.2014 23:05:22; 1490400.000;                       594.062;                         9.691;                       839.548;
05.04.2014 23:20:22; 1491300.000;                       592.464;                         9.632;                       838.627;
05.04.2014 23:35:22; 1492200.000;                       594.658;                         9.631;                       841.749;
05.04.2014 23:50:22; 1493100.000;                       594.285;                         9.630;                       841.257;
06.04.2014 00:05:22; 1494000.000;                       591.494;                         9.632;                       837.262;
06.04.2014 00:20:22; 1494900.000;                       594.498;                         9.630;                       841.544;
06.04.2014 00:35:22; 1495800.000;                       591.831;                         9.626;                       837.869;
06.04.2014 00:50:22; 1496700.000;                       591.066;                         9.614;                       837.053;
06.04.2014 01:05:22; 1497600.000;                       592.044;                         9.603;                       838.690;
06.04.2014 01:20:22; 1498500.000;                       592.160;                         9.567;                       839.677;
06.04.2014 01:35:22; 1499400.000;                       589.661;                         9.577;                       835.899;
06.04.2014 01:50:22; 1500300.000;                       557.278;                         9.537;                       790.846;
06.04.2014 02:05:22; 1501200.000;                       550.108;                         9.531;                       780.796;
06.04.2014 02:20:22; 1502100.000;                       556.133;                         9.537;                       789.220;
06.04.2014 02:35:22; 1503000.000;                       590.759;                         9.586;                       837.243;
06.04.2014 02:50:22; 1503900.000;                       570.336;                         9.556;                       808.964;
06.04.2014 03:05:22; 1504800.000;                       568.782;                         9.550;                       806.882;
06.04.2014 03:20:22; 1505700.000;                       551.436;                         9.537;                       782.565;
06.04.2014 03:35:22; 1506600.000;                       585.586;                         9.550;                       830.732;
06.04.2014 03:50:22; 1507500.000;                       584.834;                         9.539;                       829.907;
06.04.2014 04:05:22; 1508400.000;                       581.019;                         9.497;                       825.444;
06.04.2014 04:20:22; 1509300.000;                       578.143;                         9.507;                       821.126;
06.04.2014 04:35:22; 1510200.000;                       578.663;                         9.510;                       821.794;
06.04.2014 04:50:22; 1511100.000;                       583.696;                         9.494;                       829.316;
06.04.2014 05:05:22; 1512000.000;                       583.156;                         9.501;                       828.394;
06.04.2014 05:20:22; 1512900.000;                       585.885;                         9.502;                       832.247;
06.04.2014 05:35:22; 1513800.000;                       584.051;                         9.491;                       829.887;
06.04.2014 05:50:22; 1514700.000;                       586.057;                         9.492;                       832.697;
06.04.2014 06:05:22; 1515600.000;                       584.689;                         9.474;                       831.174;
06.04.2014 06:20:22; 1516500.000;                       588.029;                         9.473;                       835.951;
06.04.2014 06:35:22; 1517400.000;                       586.011;                         9.465;                       833.256;
06.04.2014 06:50:22; 1518300.000;                       584.015;                         9.472;                       830.257;
06.04.2014 07:05:22; 1519200.000;                       584.792;                         9.472;                       831.352;
06.04.2014 07:20:22; 1520100.000;                       583.928;                         9.487;                       829.802;
06.04.2014 07:35:22; 1521000.000;                       579.037;                         9.482;                       822.963;
06.04.2014 07:50:22; 1521900.000;                       585.851;                         9.496;                       832.322;
06.04.2014 08:05:22; 1522800.000;                       581.589;                         9.501;                       826.152;
06.04.2014 08:20:22; 1523700.000;                       584.157;                         9.533;                       829.077;
06.04.2014 08:35:22; 1524600.000;                       585.777;                         9.575;                       830.429;
06.04.2014 08:50:22; 1525500.000;                       581.967;                         9.607;                       824.320;
06.04.2014 09:05:22; 1526400.000;                       584.404;                         9.655;                       826.691;
06.04.2014 09:20:22; 1527300.000;                       588.152;                         9.698;                       831.049;
06.04.2014 09:35:22; 1528200.000;                       585.571;                         9.741;                       826.426;
06.04.2014 09:50:22; 1529100.000;                       588.398;                         9.791;                       829.306;
06.04.2014 10:05:22; 1530000.000;                       585.844;                         9.833;                       824.775;
06.04.2014 10:20:22; 1530900.000;                       587.017;                         9.882;                       825.335;
06.04.2014 10:35:22; 1531800.000;                       588.327;                         9.960;                       825.445;
06.04.2014 10:50:22; 1532700.000;                       589.375;                        10.057;                       824.769;
06.04.2014 11:05:22; 1533600.000;                       583.898;                        10.084;                       816.515;
06.04.2014 11:20:22; 1534500.000;                       589.910;                        10.152;                       823.435;
06.04.2014 11:35:22; 1535400.000;                       592.529;                        10.234;                       825.289;
06.04.2014 11:50:22; 1536300.000;                       595.069;                        10.365;                       825.945;
06.04.2014 12:05:22; 1537200.000;                       595.480;                        10.489;                       823.806;
06.04.2014 12:20:22; 1538100.000;                       601.109;                        10.630;                       828.503;
06.04.2014 12:35:22; 1539000.000;                       593.456;                        10.730;                       815.807;
06.04.2014 12:50:22; 1539900.000;                       598.150;                        10.838;                       819.945;
06.04.2014 13:05:22; 1540800.000;                       599.349;                        11.001;                       818.093;
06.04.2014 13:20:22; 1541700.000;                       605.977;                        11.200;                       822.875;
06.04.2014 13:35:22; 1542600.000;                       606.559;                        11.304;                       821.445;
06.04.2014 13:50:22; 1543500.000;                       605.406;                        11.417;                       817.500;
06.04.2014 14:05:22; 1544400.000;                       605.185;                        11.504;                       815.358;
06.04.2014 14:20:22; 1545300.000;                       611.320;                        11.745;                       818.546;
06.04.2014 14:35:22; 1546200.000;                       610.209;                        11.882;                       814.208;
06.04.2014 14:50:22; 1547100.000;                       617.841;                        12.031;                       821.287;
06.04.2014 15:05:22; 1548000.000;                       619.980;                        12.088;                       822.924;
06.04.2014 15:20:22; 1548900.000;                       621.379;                        12.063;                       825.310;
06.04.2014 15:35:22; 1549800.000;                       623.023;                        12.169;                       825.266;
06.04.2014 15:50:22; 1550700.000;                       626.343;                        12.275;                       827.454;
06.04.2014 16:05:22; 1551600.000;                       624.303;                        12.299;                       824.249;
06.04.2014 16:20:22; 1552500.000;                       622.873;                        12.359;                       821.132;
06.04.2014 16:35:22; 1553400.000;                       624.016;                        12.349;                       822.852;
06.04.2014 16:50:22; 1554300.000;                       624.370;                        12.330;                       823.697;
